269001_1482832257,1482836498,10981,7442,1470268,61940770,1,pc_web,白鱼游啊游,opqrst
269001_1482832257,1482836499,10981,7442,1470268,42748502,3,pc_web,小公举484,老师你教几个班
269001_1482832257,1482836499,10981,7442,1470268,20492878,6,pc_web,那一抹时刻记忆,像麦浪
269001_1482832257,1482836502,10981,7442,1470268,61940770,1,pc_web,白鱼游啊游,uvwxyz
269001_1482832257,1482836504,10981,7442,1470268,45437252,7,pc_web,咸蛋超人V6855,主播不用备课的啊？
269001_1482832257,1482836506,10981,7442,1470268,61940770,1,pc_web,白鱼游啊游,xyz
269001_1482832257,1482836508,10981,7442,1470268,49639820,2,pc_web,思无邪丶伶,啊喔饿义务与
269001_1482832257,1482836509,10981,7442,1470268,28021986,1,ios,我的武器是补丁,老师，你什么时候回来教我们
269001_1482832257,1482836510,10981,7442,1470268,58497128,1,android,xmlyrd9koh0ir6,idbciaixhchzkncpqpsj
269001_1482832257,1482836513,10981,7442,1470268,61940770,1,pc_web,白鱼游啊游,闹如系
269001_1482832257,1482836516,10981,7442,1470268,34077894,4,pc_web,酷似的帅哥,渣渣渣
269001_1482832257,1482836518,10981,7442,1470268,27734234,5,pc_web,黑猫茎长,主播可以带我吗！我呗坑的从铂金坑的掉黄金四了
269001_1482832257,1482836520,10981,7442,1470268,42748502,3,pc_web,小公举484,现在的老是号牛逼
269001_1482832257,1482836522,10981,7442,1470268,36460902,4,android,绝尘迹,没接到图
269001_1482832257,1482836523,10988,7442,1470268,42748502,3,pc_web,小公举484,现在的老是号牛逼
269001_1482832257,1482836525,10988,7442,1470268,61940770,1,pc_web,白鱼游啊游,哎坎系买ABC
269001_1482832257,1482836526,10988,7442,1470268,42748502,3,pc_web,小公举484,现在的老是号牛逼
269001_1482832257,1482836539,10988,7442,1470268,7603248,4,android,你宋大爷,666666
269001_1482832257,1482836541,10988,7442,1470268,63743824,1,ios,可爱肉QAQ,可爱可爱可爱可爱  这个声音烦死了  可爱可爱
269001_1482832257,1482836543,10988,7442,1470268,35207556,5,android_hd,全是主播的错,真的老师？
269001_1482832257,1482836545,10988,7442,1470268,53814536,3,pc_web,熊猫TV丶豪大叔,苏州经贸职业技术学院
269001_1482832257,1482836549,10988,7442,1470268,25797482,7,pc_web,汪汪小小稣,老师，你教我们的时候不是这个样子的
269001_1482832257,1482836550,10988,7442,1470268,60728390,4,android,军神团浪,喑梅幽闻花，岸似透绿，岸似透春绿
269001_1482832257,1482836555,11041,7442,1470268,58497128,1,android,xmlyrd9koh0ir6,jqpxjfuwicbbzmcjeosh
269001_1482832257,1482836557,11041,7442,1470268,7603248,4,android,你宋大爷,把这个助手关了吧
269001_1482832257,1482836561,11041,7442,1470268,62317920,1,pc_uwp,小僵老尸,制杖主播
269001_1482832257,1482836564,11041,7442,1470268,42748502,3,pc_web,小公举484,现在的老是号牛逼
269001_1482832257,1482836566,11041,7442,1470268,20415272,7,android,挤挤思密达2,哈哈
269001_1482832257,1482836567,11041,7442,1470268,42748502,3,pc_web,小公举484,现在的老是号牛逼
269001_1482832257,1482836568,11041,7442,1470268,28021986,1,ios,我的武器是补丁,老师，你变了
269001_1482832257,1482836569,11041,7442,1470268,42748502,3,pc_web,小公举484,现在的老是号牛逼
269001_1482832257,1482836575,11041,7442,1470268,53862844,1,android,丶Mx灬神话丶天下9978,红鲤鱼与绿鲤鱼与驴
269001_1482832257,1482836577,11041,7442,1470268,32767856,1,pc_web,很柔软,执掌
269001_1482832257,1482836591,11040,7442,1470268,32767856,1,pc_web,很柔软,红鲤鱼与绿鲤鱼与驴
